Id,MSSubClass,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MSZoning_0,MSZoning_1,MSZoning_2,MSZoning_3,MSZoning_4,Street_0,Street_1,Alley_0,Alley_1,Alley_2,LandContour_0,LandContour_1,LandContour_2,LandContour_3,LotConfig_0,LotConfig_1,LotConfig_2,LotConfig_3,LotConfig_4,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Neighborhood_6,Neighborhood_7,Neighborhood_8,Neighborhood_9,Neighborhood_10,Neighborhood_11,Neighborhood_12,Neighborhood_13,Neighborhood_14,Neighborhood_15,Neighborhood_16,Neighborhood_17,Neighborhood_18,Neighborhood_19,Neighborhood_20,Neighborhood_21,Neighborhood_22,Neighborhood_23,Neighborhood_24,Condition1_0,Condition1_1,Condition1_2,Condition1_3,Condition2_0,Condition2_1,Condition2_2,Condition2_3,Condition2_4,Condition2_5,Condition2_6,Condition2_7,BldgType_0,BldgType_1,BldgType_2,BldgType_3,BldgType_4,HouseStyle_0,HouseStyle_1,HouseStyle_2,HouseStyle_3,HouseStyle_4,HouseStyle_5,HouseStyle_6,HouseStyle_7,RoofStyle_0,RoofStyle_1,RoofStyle_2,RoofStyle_3,RoofStyle_4,RoofStyle_5,RoofMatl_0,RoofMatl_1,RoofMatl_2,RoofMatl_3,RoofMatl_4,RoofMatl_5,RoofMatl_6,RoofMatl_7,Exterior1st_0,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior1st_5,Exterior1st_6,Exterior1st_7,Exterior1st_8,Exterior1st_9,Exterior1st_10,Exterior1st_11,Exterior1st_12,Exterior1st_13,Exterior1st_14,Exterior2nd_0,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,Exterior2nd_5,Exterior2nd_6,Exterior2nd_7,Exterior2nd_8,Exterior2nd_9,Exterior2nd_10,Exterior2nd_11,Exterior2nd_12,Exterior2nd_13,Exterior2nd_14,Exterior2nd_15,MasVnrType_0,MasVnrType_1,MasVnrType_2,MasVnrType_3,Foundation_0,Foundation_1,Foundation_2,Foundation_3,Foundation_4,Foundation_5,Heating_0,Heating_1,CentralAir_0,CentralAir_1,GarageType_0,GarageType_1,GarageType_2,GarageType_3,GarageType_4,GarageType_5,GarageType_6,MiscFeature_0,MiscFeature_1,MiscFeature_2,MiscFeature_3,MiscFeature_4,SaleType_0,SaleType_1,SaleType_2,SaleType_3,SaleType_4,SaleType_5,SaleType_6,SaleType_7,SaleType_8,SaleCondition_0,SaleCondition_1,SaleCondition_2,SaleCondition_3,SaleCondition_4,SaleCondition_5,Remodeled,NewHouse,OverallSF,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual
1,4.110873864173311,4.189654742026425,9.042040056544483,0,0,0,7,5,2003,2003,5.2832037287379885,0,0,0,0,0,0,6.561030665896573,0,0.0,5.017279836814924,6.75343791859778,0,0,6.75110146893676,0.0,7.444833273892193,1.0,0.0,2,1,3,0.6931471805599453,0,0,0,0,2003.0,0,2.0,0,0,0,0.0,4.127134385045092,0.0,0.0,0.0,0.0,0,0,0.0,2,2008,12.247694320220994,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,13.504539387534539,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.044522437723423,4.394449154672439,9.169622538697624,0,0,0,6,8,1976,1976,0.0,1,0,0,0,1,1,6.88653164253051,0,0.0,5.652489180268651,7.141245122350491,0,0,0.0,0.0,7.141245122350491,0.0,0.6931471805599453,2,0,3,0.6931471805599453,1,0,1,1,1976.0,0,2.0,0,0,0,5.700443573390687,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2007,12.109010932687042,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,7.141245122350491,2,3,0,0,0,1,0,1,0,1,0,0,0,0,1
3,4.110873864173311,4.23410650459726,9.328212292571072,1,0,0,7,5,2001,2002,5.093750200806762,0,0,0,0,2,0,6.18826412308259,0,0.0,6.075346031088684,6.825460036255307,0,0,6.7650389767805414,0.0,7.488293515159428,1.0,0.0,2,1,3,0.6931471805599453,0,0,1,1,2001.0,0,2.0,0,0,0,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,0,0,0.0,9,2008,12.31716669303576,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,13.59049901303585,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
4,4.2626798770413155,4.110873864173311,9.164401140034737,1,0,0,7,5,1915,1970,0.0,1,0,1,1,0,1,5.37989735354046,0,0.0,6.293419278846481,6.6293632534374485,1,0,6.6293632534374485,0.0,7.4489161025442,1.0,0.0,1,0,3,0.6931471805599453,0,0,1,2,1998.0,1,3.0,0,0,0,0.0,3.58351893845611,5.60947179518496,0.0,0.0,0.0,0,0,0.0,2,2006,11.84939770159144,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0.0,13.258726506874897,3,2,0,0,0,1,0,0,1,1,0,1,1,0,1
5,4.110873864173311,4.442651256490317,9.565283817736766,1,0,0,8,5,2000,2000,5.860786223465865,0,0,0,0,3,0,6.486160788944089,0,0.0,6.19644412779452,7.044032897274685,0,0,6.960347729101308,0.0,7.695757990554761,1.0,0.0,2,1,4,0.6931471805599453,0,0,1,1,2000.0,0,3.0,0,0,0,5.262690188904886,4.442651256490317,0.0,0.0,0.0,0.0,0,0,0.0,12,2008,12.429216196844383,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,14.004380626375994,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
6,3.9318256327243257,4.454347296253507,9.55506418479516,1,0,0,5,5,1993,1995,0.0,1,0,0,0,0,0,6.597145701886651,0,0.0,4.174387269895637,6.680854678790215,0,0,6.340359303727752,0.0,7.217443431696533,1.0,0.0,1,1,1,0.6931471805599453,1,0,0,0,1993.0,1,2.0,0,0,0,3.713572066704308,3.4339872044851463,0.0,5.771441123130016,0.0,0.0,0,1,6.55250788703459,10,2009,11.870599909242044,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,13.021213982517967,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
7,3.044522437723423,4.330733340286331,9.218804450388312,0,0,0,8,5,2004,2005,5.231108616854587,0,0,2,0,3,0,7.222566018822171,0,0.0,5.762051382780177,7.430707082545968,0,0,0.0,0.0,7.43543801981455,1.0,0.0,2,0,3,0.6931471805599453,0,0,1,2,2004.0,0,2.0,0,0,0,5.545177444479562,4.060443010546419,0.0,0.0,0.0,0.0,0,0,0.0,8,2007,12.634603026569334,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,7.430707082545968,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0
8,4.110873864173311,4.394449154672439,9.247925132303454,1,0,0,7,6,1973,1973,5.484796933490655,1,0,0,0,2,1,6.756932389247553,1,3.4965075614664802,5.37989735354046,7.010311867307229,0,0,6.891625897052253,0.0,7.645397699428633,1.0,0.0,2,1,3,0.6931471805599453,1,0,2,1,1973.0,0,2.0,0,0,0,5.4638318050256105,5.3230099791384085,5.43372200355424,0.0,0.0,0.0,0,0,5.860786223465865,11,2009,12.206072645530174,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,13.901937764359483,3,2,0,0,0,1,0,1,0,1,1,0,0,0,1
9,3.9318256327243257,3.9512437185814275,8.71948076085107,0,0,0,7,5,1931,1950,0.0,1,0,1,0,0,2,0.0,0,0.0,6.859614903654202,6.859614903654202,1,1,6.6240652277998935,0.0,7.4815557019095165,0.0,0.0,2,0,2,1.0986122886681098,1,1,2,1,1931.0,1,2.0,1,0,0,4.51085950651685,0.0,5.327876168789581,0.0,0.0,0.0,0,0,0.0,4,2008,11.77452020265869,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0.0,13.483680131454095,3,2,0,0,1,1,1,1,1,1,0,0,1,0,1
10,5.25227342804663,3.9318256327243257,8.912069097970134,0,0,0,5,6,1939,1950,0.0,1,0,1,0,0,0,6.747586526829315,0,0.0,4.948759890378168,6.899723107284872,0,0,0.0,0.0,6.982862751468942,1.0,0.0,1,0,2,1.0986122886681098,1,0,2,1,1939.0,0,1.0,2,0,0,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,0,0,0.0,1,2008,11.678439903447801,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,6.899723107284872,2,2,0,0,1,1,0,1,0,0,0,0,1,0,1
